TIME_STAMP	Qualcomm 5G-NR MAC UL DCI Info_Ver2[Per Slot] PCell UL DCI UL_DCI Slot Info BWP Ind
2022-03-02 17:40:12.420157	1
2022-03-02 17:40:12.908258	1
2022-03-02 17:40:12.917236	1
2022-03-02 17:40:12.923265	1
2022-03-02 17:40:13.459282	1
2022-03-02 17:40:13.465148	1
2022-03-02 17:40:14.580162	1
2022-03-02 17:40:14.589277	1
2022-03-02 17:40:14.595147	1
2022-03-02 17:40:14.598259	1
2022-03-02 17:40:14.604273	1
2022-03-02 17:40:14.607302	1
2022-03-02 17:40:14.613276	1
2022-03-02 17:40:14.619277	1
2022-03-02 17:40:14.625147	1
2022-03-02 17:40:14.628226	1
2022-03-02 17:40:14.634241	1
2022-03-02 17:40:14.637307	1
2022-03-02 17:40:14.643243	1
2022-03-02 17:40:14.649278	1
2022-03-02 17:40:14.655151	1
2022-03-02 17:40:14.658265	1
2022-03-02 17:40:14.664237	1
2022-03-02 17:40:14.667308	1
2022-03-02 17:40:14.676154	2
2022-03-02 17:40:14.679244	2
2022-03-02 17:40:14.683157	2
2022-03-02 17:40:14.685157	2
2022-03-02 17:40:14.688260	2
2022-03-02 17:40:14.690743	2
2022-03-02 17:40:14.691243	2
2022-03-02 17:40:14.694284	2
2022-03-02 17:40:14.697284	2
2022-03-02 17:40:14.703283	2
2022-03-02 17:40:14.706246	2
2022-03-02 17:40:14.707212	2
2022-03-02 17:40:14.709212	2
2022-03-02 17:40:14.713161	2
2022-03-02 17:40:14.715161	2
2022-03-02 17:40:14.718239	2
2022-03-02 17:40:14.724210	2
2022-03-02 17:40:14.724253	2
2022-03-02 17:40:14.727253	2
2022-03-02 17:40:14.730148	2
2022-03-02 17:40:14.736244	2
2022-03-02 17:40:14.739254	2
2022-03-02 17:40:14.743139	2
2022-03-02 17:40:14.745139	2
2022-03-02 17:40:14.748223	2
2022-03-02 17:40:14.750735	2
2022-03-02 17:40:14.751235	2
2022-03-02 17:40:14.754277	2
2022-03-02 17:40:14.757277	2
2022-03-02 17:40:14.763256	2
2022-03-02 17:40:14.766232	2
2022-03-02 17:40:14.767230	2
2022-03-02 17:40:14.769230	2
2022-03-02 17:40:14.773170	2
2022-03-02 17:40:14.775170	2
2022-03-02 17:40:14.778229	2
2022-03-02 17:40:14.784232	2
2022-03-02 17:40:14.784278	2
2022-03-02 17:40:14.787279	2
2022-03-02 17:40:14.789661	2
2022-03-02 17:40:14.790161	2
2022-03-02 17:40:14.796234	2
2022-03-02 17:40:14.799223	2
2022-03-02 17:40:14.803158	2
2022-03-02 17:40:14.805158	2
2022-03-02 17:40:14.808238	2
2022-03-02 17:40:14.811238	2
2022-03-02 17:40:14.814243	2
2022-03-02 17:40:14.814268	2
2022-03-02 17:40:14.817268	2
2022-03-02 17:40:14.823280	2
2022-03-02 17:40:14.826240	2
2022-03-02 17:40:14.826735	2
2022-03-02 17:40:14.828735	2
2022-03-02 17:40:14.829235	2
2022-03-02 17:40:14.835175	2
2022-03-02 17:40:14.838234	2
2022-03-02 17:40:14.844233	2
2022-03-02 17:40:14.844277	2
2022-03-02 17:40:14.847277	2
2022-03-02 17:40:14.850158	2
2022-03-02 17:40:14.853254	2
2022-03-02 17:40:14.856237	2
2022-03-02 17:40:14.859233	2
2022-03-02 17:40:14.863156	2
2022-03-02 17:40:14.865156	2
2022-03-02 17:40:14.868237	2
2022-03-02 17:40:14.870733	2
2022-03-02 17:40:14.871233	2
2022-03-02 17:40:14.874278	2
2022-03-02 17:40:14.877278	2
